,,,,,,,,,,,利用開始月,2025-01,2025-01,2025-01,2025-01,2025-02,2025-02,2025-02,2025-02,2025-03,2025-03,2025-03,2025-03,2025-04,2025-04,2025-04,2025-04,2025-05,2025-05,2025-05,2025-05,2025-06,2025-06,2025-06,2025-06,2025-07,2025-07,2025-07,2025-07,2025-08,2025-08,2025-08,2025-08
2003529-2,ネットチャート,PCWL-0530E-ID、PCWL-0530E-OD用,PCWL-0530E-ID、PCWL-0530E-OD用,継続課金,2025-04-25,2030-04-24,,,,,,,,,,,,,,,,,,936,4,936,4,936,4,0,0,936,4,0,0,936,4,0,0,936,4,0,0
2003529-2,ネットチャート,0500オプション,ノード設定、FW更新,継続課金,2025-04-25,2030-04-24,,,,,,,,,,,,,,,,,,1800,4,1800,4,1800,4,0,0,1800,4,0,0,1800,4,0,0,1800,4,0,0
2003527,古野電気株式会社,PicoManager,【1年】PM_エンタープライズ,継続課金,2025-03-18,2026-03-17,,,,,,,,,,,,,,2700,2,2700,2,2700,2,0,0,2700,2,0,0,2700,2,0,0,2700,2,0,0,2700,2,0,0
2003523,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（なんばCITY様）,良品計画様向け（なんばCITY様）,スタンダード,PCWL-0400,良品計画様向け（なんばCITY様）,,,,,,,,,-72,0,-72,0,,,72,0,,,,,,,,,,,,,,,,
2003523,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（なんばCITY様）,良品計画様向け（なんばCITY様）,スタンダード,PCWL-0400,良品計画様向け（なんばCITY様）,,,,,,,,,2001,3,2001,3,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0
2003522,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（アキバ・トリム様）,良品計画様向け（アキバ・トリム様）,スタンダード,PCWL-0400,良品計画様向け（アキバ・トリム様）,,,,,,,,,-96,0,-96,0,,,96,0,,,,,,,,,,,,,,,,
2003522,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（アキバ・トリム様）,良品計画様向け（アキバ・トリム様）,スタンダード,PCWL-0400,良品計画様向け（アキバ・トリム様）,,,,,,,,,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2003521,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（イーアスつくば様）,良品計画様向け（イーアスつくば様）,スタンダード,PCWL-0400,良品計画様向け（イーアスつくば様）,,,,,,,,,-192,0,-192,0,,,192,0,,,,,,,,,,,,,,,,
2003521,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（イーアスつくば様）,良品計画様向け（イーアスつくば様）,スタンダード,PCWL-0400,良品計画様向け（イーアスつくば様）,,,,,,,,,5336,8,5336,8,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0
2003520,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（イデーショップ自由が丘様）,良品計画様向け（イデーショップ自由が丘様）,,PCWL-0400,良品計画様向け（イデーショップ自由が丘様）,,,,,,,,,-216,0,-216,0,,,216,0,,,,,,,,,,,,,,,,
2003520,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（イデーショップ自由が丘様）,良品計画様向け（イデーショップ自由が丘様）,,PCWL-0400,良品計画様向け（イデーショップ自由が丘様）,,,,,,,,,6003,9,6003,9,6003,9,0,0,6003,9,0,0,6003,9,0,0,6003,9,0,0,6003,9,0,0
2003519,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（けやきウォーク前橋様）,良品計画様向け（けやきウォーク前橋様）,スタンダード,PCWL-0400,良品計画様向け（けやきウォーク前橋様）,,,,,,,,,-72,0,-72,0,,,72,0,,,,,,,,,,,,,,,,
2003519,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（けやきウォーク前橋様）,良品計画様向け（けやきウォーク前橋様）,スタンダード,PCWL-0400,良品計画様向け（けやきウォーク前橋様）,,,,,,,,,2001,3,2001,3,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0
2003518,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（ららぽーと海老名様）,良品計画様向け（ららぽーと海老名様）,,PCWL-0400,良品計画様向け（ららぽーと海老名様）,,,,,,,,,-120,0,-120,0,,,120,0,,,,,,,,,,,,,,,,
2003518,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（ららぽーと海老名様）,良品計画様向け（ららぽーと海老名様）,,PCWL-0400,良品計画様向け（ららぽーと海老名様）,,,,,,,,,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2003517,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（ららぽーと立川立飛様）,良品計画様向け（ららぽーと立川立飛様）,スタンダード,PCWL-0400,良品計画様向け（ららぽーと立川立飛様）,,,,,,,,,-96,0,-96,0,,,96,0,,,,,,,,,,,,,,,,
2003517,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（ららぽーと立川立飛様）,良品計画様向け（ららぽーと立川立飛様）,スタンダード,PCWL-0400,良品計画様向け（ららぽーと立川立飛様）,,,,,,,,,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2003516,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（ヨシヅヤ津島本店様）,良品計画様向け（ヨシヅヤ津島本店様）,,PCWL-0400,良品計画様向け（ヨシヅヤ津島本店様）,,,,,,,,,-240,0,-240,0,,,240,0,,,,,,,,,,,,,,,,
2003516,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（ヨシヅヤ津島本店様）,良品計画様向け（ヨシヅヤ津島本店様）,,PCWL-0400,良品計画様向け（ヨシヅヤ津島本店様）,,,,,,,,,6670,10,6670,10,6670,10,0,0,6670,10,0,0,6670,10,0,0,6670,10,0,0,6670,10,0,0
2003515,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（アスモ高山様）,良品計画様向け（アスモ高山様）,,PCWL-0400,良品計画様向け（アスモ高山様）,,,,,,,,,-168,0,-168,0,,,168,0,,,,,,,,,,,,,,,,
2003515,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（アスモ高山様）,良品計画様向け（アスモ高山様）,,PCWL-0400,良品計画様向け（アスモ高山様）,,,,,,,,,4669,7,4669,7,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0
2003514,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（フレスポ深堀様）,良品計画様向け（フレスポ深堀様）,,PCWL-0400,良品計画様向け（フレスポ深堀様）,,,,,,,,,-216,0,-216,0,,,216,0,,,,,,,,,,,,,,,,
2003514,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（フレスポ深堀様）,良品計画様向け（フレスポ深堀様）,,PCWL-0400,良品計画様向け（フレスポ深堀様）,,,,,,,,,6003,9,6003,9,6003,9,0,0,6003,9,0,0,6003,9,0,0,6003,9,0,0,6003,9,0,0
2003513,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（則武新町様）,良品計画様向け（則武新町様）,スタンダード,PCWL-0400,良品計画様向け（則武新町様）,,,,,,,,,-96,0,-96,0,,,96,0,,,,,,,,,,,,,,,,
2003513,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（則武新町様）,良品計画様向け（則武新町様）,スタンダード,PCWL-0400,良品計画様向け（則武新町様）,,,,,,,,,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2003512,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（ノブレスパルク袋井様）,良品計画様向け（ノブレスパルク袋井様）,,PCWL-0400,良品計画様向け（ノブレスパルク袋井様）,,,,,,,,,-144,0,-144,0,,,144,0,,,,,,,,,,,,,,,,
2003512,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（ノブレスパルク袋井様）,良品計画様向け（ノブレスパルク袋井様）,,PCWL-0400,良品計画様向け（ノブレスパルク袋井様）,,,,,,,,,4002,6,4002,6,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0
2003511,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（アリオ加古川様）,良品計画様向け（アリオ加古川様）,,PCWL-0400,良品計画様向け（アリオ加古川様）,,,,,,,,,-144,0,-144,0,,,144,0,,,,,,,,,,,,,,,,
2003511,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（アリオ加古川様）,良品計画様向け（アリオ加古川様）,,PCWL-0400,良品計画様向け（アリオ加古川様）,,,,,,,,,4002,6,4002,6,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0
2003510,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（ゆめタウン大牟田様）,良品計画様向け（ゆめタウン大牟田様）,,PCWL-0400,良品計画様向け（ゆめタウン大牟田様）,,,,,,,,,-144,0,-144,0,,,144,0,,,,,,,,,,,,,,,,
2003510,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（ゆめタウン大牟田様）,良品計画様向け（ゆめタウン大牟田様）,,PCWL-0400,良品計画様向け（ゆめタウン大牟田様）,,,,,,,,,4002,6,4002,6,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0
2003509,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（浦和パルコ様）,良品計画様向け（浦和パルコ様）,スタンダード,PCWL-0400,良品計画様向け（浦和パルコ様）,,,,,,,,,-96,0,-96,0,,,96,0,,,,,,,,,,,,,,,,
2003509,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（浦和パルコ様）,良品計画様向け（浦和パルコ様）,スタンダード,PCWL-0400,良品計画様向け（浦和パルコ様）,,,,,,,,,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2003508,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（横浜ジョイナス様）,良品計画様向け（横浜ジョイナス様）,スタンダード,PCWL-0400,良品計画様向け（横浜ジョイナス様）,,,,,,,,,-72,0,-72,0,,,72,0,,,,,,,,,,,,,,,,
2003508,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（横浜ジョイナス様）,良品計画様向け（横浜ジョイナス様）,スタンダード,PCWL-0400,良品計画様向け（横浜ジョイナス様）,,,,,,,,,2001,3,2001,3,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0
2003507,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（下北沢様）,良品計画様向け（下北沢様）,スタンダード,PCWL-0400,良品計画様向け（下北沢様）,,,,,,,,,-192,0,-192,0,,,192,0,,,,,,,,,,,,,,,,
2003507,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（下北沢様）,良品計画様向け（下北沢様）,スタンダード,PCWL-0400,良品計画様向け（下北沢様）,,,,,,,,,5336,8,5336,8,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0
2003506,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（相模大野ステーションスクエア様）,良品計画様向け（相模大野ステーションスクエア様）,,PCWL-0400,良品計画様向け（相模大野ステーションスクエア様）,,,,,,,,,-120,0,-120,0,,,120,0,,,,,,,,,,,,,,,,
2003506,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（相模大野ステーションスクエア様）,良品計画様向け（相模大野ステーションスクエア様）,,PCWL-0400,良品計画様向け（相模大野ステーションスクエア様）,,,,,,,,,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2003505,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（府中ル・シーニュ様）,良品計画様向け（府中ル・シーニュ様）,,PCWL-0400,良品計画様向け（府中ル・シーニュ様）,,,,,,,,,-120,0,-120,0,,,120,0,,,,,,,,,,,,,,,,
2003505,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（府中ル・シーニュ様）,良品計画様向け（府中ル・シーニュ様）,,PCWL-0400,良品計画様向け（府中ル・シーニュ様）,,,,,,,,,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2003504,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（エキソアレ西神中央様）,良品計画様向け（エキソアレ西神中央様）,,PCWL-0400,良品計画様向け（エキソアレ西神中央様）,,,,,,,,,-120,0,-120,0,,,120,0,,,,,,,,,,,,,,,,
2003504,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（エキソアレ西神中央様）,良品計画様向け（エキソアレ西神中央様）,,PCWL-0400,良品計画様向け（エキソアレ西神中央様）,,,,,,,,,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2003503,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（無印良品500ベルフローラかわにし様）,良品計画様向け（無印良品500ベルフローラかわにし様）,,PCWL-0400,良品計画様向け（無印良品500ベルフローラかわにし様）,,,,,,,,,-48,0,-48,0,,,48,0,,,,,,,,,,,,,,,,
2003503,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（無印良品500ベルフローラかわにし様）,良品計画様向け（無印良品500ベルフローラかわにし様）,,PCWL-0400,良品計画様向け（無印良品500ベルフローラかわにし様）,,,,,,,,,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2003502,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（アトレ恵比寿様）,良品計画様向け（アトレ恵比寿様）,,PCWL-0400,良品計画様向け（アトレ恵比寿様）,,,,,,,,,-168,0,-168,0,,,168,0,,,,,,,,,,,,,,,,
2003502,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（アトレ恵比寿様）,良品計画様向け（アトレ恵比寿様）,,PCWL-0400,良品計画様向け（アトレ恵比寿様）,,,,,,,,,4669,7,4669,7,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0
2003501,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（ルミネ立川様）,良品計画様向け（ルミネ立川様）,スタンダード,PCWL-0400,良品計画様向け（ルミネ立川様）,,,,,,,,,-96,0,-96,0,,,96,0,,,,,,,,,,,,,,,,
2003501,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2025-03-18,2031-03-17,良品計画様向け（ルミネ立川様）,良品計画様向け（ルミネ立川様）,スタンダード,PCWL-0400,良品計画様向け（ルミネ立川様）,,,,,,,,,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2003500,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,ディスカウント,2025-03-18,2031-03-17,良品計画様向け（ららぽーと福岡様）,良品計画様向け（ららぽーと福岡様）,スタンダード,PCWL-0400,良品計画様向け（ららぽーと福岡様）,,,,,,,,,-192,0,-192,0,,,192,0,,,,,,,,,,,,,,,,
